"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.678044584E0,-1.503726244E-1,1.435174942E-1,2.801194191E-1,3.488209946E-1
9.683073855E0,7.574844360E-2,3.450489044E-2,6.716203690E-2,1.069539778E-1
9.688103594E0,1.867357492E-1,-4.586791992E-2,1.944842339E-1,2.734926386E-1
9.693133334E0,3.639227152E-1,-4.483795166E-2,1.546144485E-1,3.979394580E-1
9.698160521E0,3.827698231E-1,3.258037567E-2,5.786228180E-2,3.884871452E-1
9.703190105E0,2.678540945E-1,1.384105682E-1,-4.318046570E-2,3.045781574E-1
9.708219740E0,3.852987289E-2,2.248678207E-1,-2.634482384E-1,3.485040347E-1
9.713249324E0,-2.004518509E-1,2.015447617E-1,-3.785700798E-1,4.734094853E-1
9.718278907E0,-2.868436575E-1,1.165847778E-1,-5.132036209E-1,5.993740491E-1
9.723316146E0,-2.064508200E-1,-2.514457703E-2,-4.043307304E-1,4.546839896E-1
9.728346199E0,-1.071447134E-1,-8.980369568E-2,-5.735497475E-1,5.903422788E-1
9.733376251E0,-6.476485729E-2,-2.019767761E-1,-2.840690613E-1,3.545198674E-1
9.738407396E0,3.008770943E-2,-2.610015869E-1,-2.442984581E-1,3.587601361E-1
9.743437553E0,8.159899712E-2,-2.861518860E-1,-2.337446213E-1,3.783884858E-1
9.748467709E0,1.000046730E-1,-2.058811188E-1,-1.375975609E-1,2.670600278E-1
9.753496303E0,1.142246723E-1,-1.160306931E-1,-1.137638092E-1,1.986267902E-1
9.758526355E0,1.530895233E-1,-3.586959839E-2,-6.631660461E-2,1.706485344E-1
9.763556407E0,2.070922852E-1,-8.504867554E-3,-6.691312790E-2,2.178001699E-1
9.768586459E0,2.617721558E-1,2.353954315E-2,-9.158515930E-2,2.783282469E-1
9.773643438E0,2.883753777E-1,7.702827454E-3,-1.642870903E-1,3.319788247E-1
9.778674844E0,3.060853481E-1,3.028106689E-2,-2.422399521E-1,3.915167656E-1
9.783706251E0,3.293197155E-1,4.739761353E-4,-3.065710068E-1,4.499305300E-1
9.788732240E0,3.342716694E-1,-9.878158569E-3,-3.574342728E-1,4.894837958E-1
9.793763282E0,2.302799225E-1,-5.815601349E-2,-2.610993385E-1,3.529643455E-1
9.798794324E0,3.234827518E-1,-1.251602173E-1,-2.425441742E-1,4.232420669E-1
9.803814167E0,3.074123859E-1,-1.486997604E-1,-3.159480095E-1,4.652280500E-1
9.808844428E0,2.108905315E-1,-1.239538193E-1,-3.379087448E-1,4.171590649E-1
9.813874688E0,6.707477570E-2,-7.480144501E-2,-4.710912704E-1,4.816858590E-1
9.818909688E0,-3.315508366E-2,-2.514553070E-2,-5.145564079E-1,5.162362388E-1
9.823940261E0,-1.138895750E-1,5.368900299E-2,-5.544037819E-1,5.685216774E-1
9.828964167E0,-1.226671934E-1,7.081794739E-2,-5.380158424E-1,5.563483340E-1
9.833994063E0,-1.553262472E-1,1.123180389E-1,-5.035014153E-1,5.387534316E-1
9.839025053E0,-2.168043852E-1,1.446599960E-1,-4.029278755E-1,4.798765766E-1
9.844055053E0,-1.828140020E-1,1.486930847E-1,-3.319153786E-1,4.070606973E-1
9.849085053E0,-1.540385485E-1,1.242485046E-1,-1.608238220E-1,2.550095431E-1
9.854115053E0,-9.708452225E-2,1.478109360E-1,-1.872253418E-2,1.778314104E-1
9.859146459E0,-1.171747446E-1,1.713418961E-1,1.234259605E-1,2.414993455E-1
9.864176563E0,-7.568347454E-2,1.852407455E-1,2.322902679E-1,3.065956469E-1
9.869202969E0,-6.844997406E-2,1.703004837E-1,2.364125252E-1,2.992967353E-1
9.874232657E0,-1.002323627E-1,1.935434341E-1,1.932511330E-1,2.912929588E-1
9.879262344E0,-9.926879406E-2,1.832437515E-1,9.797525406E-2,2.302861619E-1
9.884292032E0,-1.374510527E-1,2.256603241E-1,3.036975861E-3,2.642434426E-1
9.889289011E0,-1.238825321E-1,2.586679459E-1,-1.013498306E-1,3.041837868E-1
9.894317084E0,-1.971048117E-1,2.584543228E-1,-1.771941185E-1,3.701981893E-1
9.899345157E0,-2.469186783E-1,2.059431076E-1,-8.590984344E-2,3.328091021E-1
9.904373230E0,-1.775927544E-1,1.250896454E-1,6.707525253E-2,2.273448818E-1
9.909435782E0,-9.920299053E-2,3.495216370E-2,2.292623520E-1,2.522382071E-1
9.914465574E0,-1.622521877E-2,-2.495765686E-3,4.104852676E-1,4.108133901E-1
9.919472553E0,-3.848016262E-2,-4.014396667E-2,4.867396355E-1,4.899058417E-1
9.924500105E0,-4.641485214E-2,-6.374168396E-2,6.066722870E-1,6.117749624E-1
9.929527657E0,-5.438125134E-2,-1.259393692E-1,7.224488258E-1,7.353572949E-1
9.934557969E0,-7.192194462E-2,-1.312074661E-1,6.861548424E-1,7.022795975E-1
9.939585678E0,1.925022602E-1,-3.569631577E-1,-1.520171881E0,1.573341146E0
9.944611355E0,1.472573042E0,-6.432175636E-1,-1.092512321E1,1.104266804E1
9.949638855E0,3.746252060E-1,1.773538589E-1,-4.721881866E0,4.740038692E0
9.954666355E0,-2.146728039E-1,1.655292511E-1,-6.561756134E-2,2.789086052E-1
9.959693855E0,2.515151501E-1,-1.127738953E-1,1.023597717E-1,2.940328979E-1
9.964767865E0,-4.709768295E-2,3.981781006E-2,1.073201180E0,1.074971824E0
9.969797709E0,-3.255304098E-1,3.159646988E-1,2.020136356E0,2.070447931E0
9.974826928E0,-4.190703630E-1,4.950246811E-1,2.572298527E0,2.652807779E0
9.979856719E0,-2.667170763E-1,6.529521942E-1,2.760529041E0,2.849211321E0
9.984886511E0,-1.216840744E-2,7.412919998E-1,2.830302238E0,2.925794364E0
9.989927449E0,2.541010380E-1,7.262125015E-1,2.801419258E0,2.905150907E0
9.994957917E0,3.122574091E-1,6.890020370E-1,2.511520386E0,2.622968384E0
9.999988386E0,2.823195457E-1,5.007905960E-1,2.008204937E0,2.088871134E0
1.000501886E1,1.979942322E-1,1.957902908E-1,1.438889980E0,1.465585183E0
1.001003964E1,2.077296972E-1,-1.103353500E-1,6.969952583E-1,7.356139658E-1
1.001506964E1,-5.011749268E-1,-7.724857330E-2,-4.437136650E-1,6.738141181E-1
1.002009964E1,1.672823429E-1,-5.578041077E-3,-1.415889502E0,1.425748076E0
1.002512234E1,7.014769316E-1,-2.369403839E-2,-1.968434095E0,2.089823935E0
1.003015182E1,1.035705447E0,2.181339264E-2,-2.198532581E0,2.430371805E0
1.003518146E1,1.132854342E0,4.486560822E-2,-2.001969814E0,2.300707505E0
